,dataset,4,8,16,32,64,128,256,666,560
0,adult_ls_qwen,0.7030819848250857,0.8876787752635465,0.9531323440542536,0.965621432887934,0.9778553682938294,0.992345397166454,0.9970993083999196,0.9992613979722016,
1,pc4_ls_qwen,0.642326928138984,0.6859023051178881,0.7259654796374986,0.8484488399202798,0.9484300379799196,0.9869288910615576,0.9905764674914452,0.9940585868461626,
2,hiring_ls_qwen,0.6939536580915892,0.6617259624156174,0.8151943076081007,0.9258675424192664,0.9408575077540596,0.986272577996716,0.9977522349936144,0.9990512680167852,
3,seismic_bumps_ls_qwen,0.7719646289888503,0.9442368319876971,0.9615378700499808,0.962875816993464,0.9701960784313728,0.9787620146097656,0.988481353325644,0.9968473663975396,
4,san_francisco_crimes_ls_qwen,0.6465060334458542,0.7347689442439761,0.8012881697900905,0.8771349862258955,0.9152446358592324,0.9632949210414,0.9882745508865868,0.9992239941023552,
5,tech_mental_health_survey_ls_qwen,0.5905332752106945,0.5670517291485033,0.7073379831444346,0.8002324905550712,0.924396977622784,0.9810229584423134,1.0,1.0,
6,bbbp_ls_qwen,0.761720430107527,0.8707201042684913,0.9428478331704138,0.981935483870968,0.9826392961876834,0.9849983708048224,0.9891821440208538,0.999543825350277,
7,audit_ls_qwen,0.6595050803015404,0.7370657161586365,0.8098164536217632,0.9237872828580792,0.9790068829891838,0.995689937725336,0.9967141920681744,0.9970091773189118,
8,fraud_ls_qwen,0.9174537690442588,0.9005392103644194,0.9474758440994464,0.9599174899576596,0.9798284659646076,0.9908515181124018,0.9941048746064488,0.9992400390837044,
9,student_famsup_ls_qwen,0.6472609706480674,0.6987648939261841,0.746803254867771,0.8157948270851497,0.844776227840744,0.921512641673932,0.9857308921825052,0.998801220575414,
10,telco_ls_qwen,0.8740219532789192,0.901773149451168,0.979453982549958,0.9922882071488884,0.9929636926540952,0.993132564030397,0.9929636926540952,0.9983112862369828,
11,tae_ls_qwen,0.6274941084053418,0.7064601803015,0.7864960909737029,0.8847042980585792,0.9328620057606702,0.9695357797478772,0.9986533497923916,1.0,
12,irish_ls_qwen,0.5630573754218781,0.6363946793726425,0.6965336509827278,0.7506769902719873,0.8407147111375817,0.902640460591622,0.9792733770101252,0.9984117530275955,
13,compas_ls_qwen,0.5911046272397412,0.663988329031534,0.6913552538061571,0.7826955448322298,0.8153218868065688,0.9619197246848464,0.999693263008267,1.0,
14,vote_ls_qwen,0.6635618479880775,0.7062891207153502,0.7837406855439643,0.9103278688524592,0.957570789865872,0.9866616989567808,0.998688524590164,,1.0
15,cancer_ls_qwen,0.6422567783094099,0.689481658692185,0.8883891547049441,0.941060606060606,0.9600318979266348,0.9681977671451356,0.9933333333333334,0.9986443381180224,
16,steel_ls_qwen,0.9566265060240964,0.9936746987951808,0.997289156626506,0.994277108433735,0.9957831325301204,0.99789156626506,0.994578313253012,1.0,
17,kc1_ls_qwen,0.5912174328445963,0.6827031198324331,0.7576966890824238,0.817205012310293,0.8467717634953882,0.9092492558703562,0.9673611876676588,0.9994120457134458,
18,credit_ls_qwen,0.7074037834311808,0.8432811480756687,0.9098988910632746,0.9562622309197653,0.9594748858447488,0.9781637312459232,0.9871004566210048,0.9938030006523156,
19,transfusion_ls_qwen,0.5677054235443497,0.6473716669689824,0.6926537275530563,0.737906765826229,0.7979756938146199,0.9374278976963542,0.9833774714311628,0.9986214402321784,
20,fitness_ls_qwen,0.6802466814575264,0.84877975407062,0.8765615011469183,0.9416086940172226,0.96289249050502,0.9710600533975108,0.985439777385026,0.9972925205881248,
21,diabetes_ls_qwen,0.669576393723558,0.7179671182991485,0.7771113372248701,0.8785304985808386,0.9312376158089218,0.9672789589246504,0.9904460986451024,0.9990360413431156,
22,marketing_ls_qwen,0.6559929234851836,0.6530959752321982,0.8222025652366212,0.9154135338345866,0.9575961963732862,0.9778637770897832,0.986654135338346,0.9953007518796992,
23,biodegr_ls_qwen,0.6822488287350339,0.8107876506627157,0.8441837184158892,0.8577263444520083,0.910839706883434,0.950242261642574,0.9812757778400674,0.99819805389821,
24,adult_ls_gpt,0.5682349108846387,0.5948066452603658,0.6576574061147564,0.7960537949648658,0.8963562753036438,0.9766950532830748,0.9888780306203172,0.9996742519428544,
